127.0.0.1 - - [24/Aug/2024:13:03:05 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:49:17 +0900] "GET /myapp/admin/itemManagement/itemManageList.jsp HTTP/1.1" 200 15213
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:49:18 +0900] "GET /myapp/admin/css/main.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:49:59 +0900] "GET /myapp/admin/main/adminMain.jsp HTTP/1.1" 200 6219
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:50:00 +0900] "GET /myapp/admin/itemManagement/itemRegistration.jsp HTTP/1.1" 200 11846
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:50:06 +0900] "GET /myapp/admin/itemManagement/itemManageList.jsp HTTP/1.1" 200 15213
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:50:07 +0900] "GET /myapp/admin/css/main.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:51:03 +0900] "GET /myapp/admin/main/adminMain.jsp HTTP/1.1" 200 6219
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:51:06 +0900] "GET /myapp/admin/itemManagement/itemManageList.jsp HTTP/1.1" 200 15213
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:51:07 +0900] "GET /myapp/admin/css/main.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:52:22 +0900] "GET /myapp/admin/itemManagement/itemManageList.jsp HTTP/1.1" 200 14959
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:52:23 +0900] "GET /myapp/admin/css/main.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:52:23 +0900] "GET /myapp/resources/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:52:36 +0900] "GET /myapp/admin/main/adminMain.jsp HTTP/1.1" 200 6219
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:52:40 +0900] "GET /myapp/admin/userManagement/userManageList.jsp HTTP/1.1" 200 14308
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:53:05 +0900] "GET /myapp/admin/main/adminMain.jsp HTTP/1.1" 200 6219
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:53:06 +0900] "GET /myapp/admin/orderManagement/orderCancel.jsp HTTP/1.1" 200 12960
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:53:08 +0900] "GET /myapp/admin/userManagement/userManageList.jsp HTTP/1.1" 200 14308
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:53:10 +0900] "GET /myapp/admin/itemManagement/itemRegistration.jsp HTTP/1.1" 200 11846
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:54:43 +0900] "GET /myapp/admin/itemManagement/itemRegistration.jsp HTTP/1.1" 200 11846
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:54:47 +0900] "GET /myapp/admin/itemManagement/orderReturnList.html HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:55:41 +0900] "GET /myapp/admin/itemManagement/itemRegistration.jsp HTTP/1.1" 200 11845
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:57:19 +0900] "GET /myapp/admin/itemManagement/itemRegistration.jsp HTTP/1.1" 200 11889
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:57:38 +0900] "GET /myapp/admin/itemManagement/itemManageList.jsp HTTP/1.1" 200 14959
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:57:39 +0900] "GET /myapp/admin/css/main.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:59:26 +0900] "GET /myapp/admin/itemManagement/itemManageList.jsp HTTP/1.1" 200 15033
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:59:27 +0900] "GET /myapp/admin/css/main.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:01:35 +0900] "GET /myapp/admin/itemManagement/itemManageList.jsp HTTP/1.1" 200 15110
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:01:36 +0900] "GET /myapp/admin/css/main.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:01:41 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15590
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:02:02 +0900] "GET /myapp/admin/orderManagement/orderCancel.jsp HTTP/1.1" 200 13111
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:02:26 +0900] "GET /myapp/admin/main/adminMain.jsp HTTP/1.1" 200 6219
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:02:29 +0900] "GET /myapp/admin/itemManagement/itemRegistration.jsp HTTP/1.1" 200 11889
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:02:33 +0900] "GET /myapp/admin/userManagement/userManageList.jsp HTTP/1.1" 200 12650
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:02:37 +0900] "GET /myapp/admin/main/adminMain.jsp HTTP/1.1" 200 6219
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:03:14 +0900] "GET /myapp/admin/orderManagement/orderReturnList.jsp HTTP/1.1" 200 13825
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:06:30 +0900] "GET /myapp/user/itemInfo/itemDetail.html HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:07:31 +0900] "GET /myapp/admin/orderManagement/orderReturnList.jsp HTTP/1.1" 200 13821
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:07:32 +0900] "GET /myapp/resources/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:07:35 +0900] "GET /myapp/user/itemInfo/itemDetail.jsp HTTP/1.1" 200 7030
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:07:41 +0900] "GET /myapp/user/mypage/orderList.jsp HTTP/1.1" 200 13646
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:07:42 +0900] "GET /myapp/user/mypage/mycart.jsp HTTP/1.1" 200 8817
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:07:43 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 8523
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:07:45 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 8523
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:07:47 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 8523
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:07:48 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 8523
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:07:49 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 8523
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:07:51 +0900] "GET /myapp/user/search/search.jsp? HTTP/1.1" 200 9637
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:08:13 +0900] "GET /myapp/user/main/index.jsp HTTP/1.1" 200 15937
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:08:20 +0900] "GET /myapp/user/mypage/orderList.jsp HTTP/1.1" 200 13646
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:08:32 +0900] "GET /myapp/user/main/index.jsp HTTP/1.1" 200 15937
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:08:35 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 8523
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:09:43 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 9281
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:09:54 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 9284
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:11:22 +0900] "GET /myapp/user/main/index.jsp HTTP/1.1" 200 15937
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:11:23 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 9284
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:12:11 +0900] "GET /myapp/user/main/index.jsp HTTP/1.1" 200 15937
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:18:47 +0900] "GET /myapp/user/itemInfo/itemDetail.jsp HTTP/1.1" 200 7030
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:18:48 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 9284
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:18:50 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 9284
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:18:55 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 9284
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:18:57 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 9284
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:18:58 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 9284
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:44:24 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 9284
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:44:25 +0900] "GET /myapp/resources/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:44:31 +0900] "GET /myapp/user/mypage/orderList.jsp HTTP/1.1" 200 13646
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:44:35 +0900] "GET /myapp/user/mypage/mycart.jsp HTTP/1.1" 200 8817
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:44:36 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 9284
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:44:38 +0900] "GET /myapp/user/orderProcess/myorder.jsp HTTP/1.1" 200 7877
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:44:42 +0900] "GET /myapp/user/mypage/mycart.jsp HTTP/1.1" 200 8817
0:0:0:0:0:0:0:1 - - [24/Aug/2024:16:44:55 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 9284
